"","year","locality","count"
"86",1985,"soekmekaar",96
"87",1985,"standerton",48
"88",1985,"tuinplaas",96
"89",1985,"vaalharts",192
"90",1985,"ventersdorp",96
"91",1985,"vierfontein",48
"92",1985,"viljoenskroon",96
"93",1985,"warmbad",48
"94",1985,"winterton",48
"95",1986,"alma",41
"96",1986,"bethal",41
"97",1986,"bethlehem",82
"98",1986,"burgershall",41
"99",1986,"cedara",41
"100",1986,"cradock",41
"101",1986,"delareyville",41
"102",1986,"dundee",41
"103",1986,"ermelo",41
"104",1986,"ficksburg",41
"105",1986,"glaudina",41
"106",1986,"greytown",41
"107",1986,"hoopstad",41
"108",1986,"lichtenburg",41
"109",1986,"petit",82
"110",1986,"pietermaritzburg",41
"111",1986,"potchefstroom",82
"112",1986,"potgietersrus",41
"113",1986,"sasolburg",41
"114",1986,"standerton",41
"115",1986,"vaalharts",82
"116",1986,"ventersdorp",41
"117",1986,"vierfontein",41
"118",1986,"viljoenskroon",41
"119",1986,"wesselsbron",41
"120",1986,"winterton",41
"121",1987,"bethal",47
"122",1987,"bethlehem",94
"123",1987,"bronkhorstspruit",94
"124",1987,"burgershall",47
"125",1987,"cedara",47
"126",1987,"cradock",47
"127",1987,"delareyville",47
"128",1987,"delmas",47
"129",1987,"dundee",94
"130",1987,"ermelo",47
"131",1987,"ficksburg",47
"132",1987,"glen",47
"133",1987,"greytown",47
"134",1987,"grootfontein",47
"135",1987,"hoopstad",47
"136",1987,"kaalfontein",47
"137",1987,"leribe",47
"138",1987,"lichtenburg",94
"139",1987,"maseru",47
"140",1987,"petit",94
"141",1987,"potchefstroom",141
"142",1987,"potgietersrus",47
"143",1987,"sasolburg",47
"144",1987,"setlagole",47
"145",1987,"tuinplaas",47
"146",1987,"vaalharts",94
"147",1987,"ventersdorp",94
"148",1987,"vierfontein",47
"149",1987,"viljoenskroon",47
"150",1987,"vryheid",47
"151",1987,"warmbad",47
"152",1987,"winterton",47
"153",1988,"alma",46
"154",1988,"bethal",46
"155",1988,"bethlehem",92
"156",1988,"bronkhorstspruit",92
"157",1988,"burgershall",46
"158",1988,"cedara",46
"159",1988,"cradock",46
"160",1988,"delareyville",46
"161",1988,"delmas",46
"162",1988,"dohne",184
"163",1988,"ermelo",46
"164",1988,"ficksburg",46
"165",1988,"glen",46
"166",1988,"greenlands",46
"167",1988,"greytown",46
"168",1988,"hoopstad",46
"169",1988,"kaalfontein",46
"170",1988,"klerksdorp",46
"171",1988,"lichtenburg",46
"172",1988,"middelburg",46
"173",1988,"ottosdal",46
"174",1988,"oudedorp",46
"175",1988,"petit",92
"176",1988,"pietermaritzburg",46
"177",1988,"potchefstroom",138
"178",1988,"potgietersrus",46
"179",1988,"sasolburg",46
"180",1988,"setlagole",46
"181",1988,"standerton",46
"182",1988,"syferbult",46
"183",1988,"vaalharts",92
"184",1988,"ventersdorp",46
"185",1988,"vierfontein",46
"186",1988,"viljoenskroon",46
"187",1989,"alma",48
"188",1989,"bethal",48
"189",1989,"bethlehem",48
"190",1989,"bronkhorstspruit",48
"191",1989,"cedara",48
"192",1989,"delareyville",48
"193",1989,"delmas",48
"194",1989,"dohne",192
"195",1989,"ermelo",48
"196",1989,"glen",48
"197",1989,"greenlands",48
"198",1989,"greytown",48
"199",1989,"hoopstad",48
"200",1989,"kaalfontein",48
"201",1989,"klerksdorp",48
"202",1989,"lichtenburg",48
"203",1989,"ottosdal",48
"204",1989,"oudedorp",48
"205",1989,"petit",96
"206",1989,"pietermaritzburg",48
"207",1989,"potchefstroom",144
"208",1989,"potgietersrus",48
"209",1989,"sasolburg",48
"210",1989,"setlagole",48
"211",1989,"standerton",48
"212",1989,"syferbult",48
"213",1989,"tuinplaas",48
"214",1989,"tweebuffels",48
"215",1989,"vaalharts",96
"216",1989,"ventersdorp",48
"217",1989,"vierfontein",48
"218",1989,"viljoenskroon",48
"219",1989,"warmbad",48
"220",1990,"bethal",43
"221",1990,"bethlehem",129
"222",1990,"bronkhorstspruit",86
"223",1990,"cedara",86
"224",1990,"cradock",43
"225",1990,"delareyville",43
"226",1990,"delmas",43
"227",1990,"dohne",86
"228",1990,"ermelo",43
"229",1990,"ficksburg",43
"230",1990,"greenlands",43
"231",1990,"greytown",43
"232",1990,"hoopstad",43
"233",1990,"kaalfontein",49
"234",1990,"klerksdorp",43
"235",1990,"kroonstad",43
"236",1990,"lichtenburg",43
"237",1990,"middelburg",86
"238",1990,"ottosdal",43
"239",1990,"oudedorp",43
"240",1990,"petit",86
"241",1990,"potchefstroom",129
"242",1990,"potgietersrus",43
"243",1990,"sasolburg",43
"244",1990,"setlagole",43
"245",1990,"syferbult",43
"246",1990,"tuinplaas",43
"247",1990,"tweebuffels",43
"248",1990,"vaalharts",86
"249",1990,"viljoenskroon",43
"250",1991,"alma",49
"251",1991,"bethlehem",147
"252",1991,"bloekomspruit",49
"253",1991,"bronkhorstspruit",98
"254",1991,"cedara",98
"255",1991,"cradock",49
"256",1991,"delmas",49
"257",1991,"dohne",98
"258",1991,"ermelo",49
"259",1991,"greenlands",49
"260",1991,"greytown",49
"261",1991,"klerksdorp",49
"262",1991,"lichtenburg",49
"263",1991,"maclear",49
"264",1991,"middelburg",49
"265",1991,"ottosdal",49
"266",1991,"oudedorp",98
"267",1991,"petit",49
"268",1991,"pietermaritzburg",49
"269",1991,"potchefstroom",98
"270",1991,"potgietersrus",49
"271",1991,"setlagole",49
